id	bio.name	bio.chinese.name	bio.title	birthyear	deathyear	sex	nationality.id	full.bio	full.bio.url	net.centrality	net.betweenness	net.closeness
409C5CE1-9BAA-4333-BD73-6DC85EC6ABD3	Liu Jingnan	???	President of Wuhan University	1943	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Liu Jingnan, male, Han nationality, is a native of Chongqing. He was born in 1943, and obtained a B.A. and a master's degree in geodesy from the Wuhan Institute of Surveying and Mapping. In 1999, Dr. Liu was elected an academician of the Chinese Academy of Engineering. In the late 1980's, Liu focused his research on satellite positioning technology, GPS networks and city control networks, and the application of GPS technology in the construction of major infrastructures. His research achievements have won national and provincial awards. Liu was appointed president of Wuhan University in 2003.	http://www.chinavitae.com//biography/Liu_Jingnan/full	-1.03566093051102	0	1.08245479097497e-05
32C920B7-F925-460D-A9FA-A0418DE38BC3	Tian Huagui	???	Member, 10th CPC Central Committee	NA	NA	male	NA	Information on this official is limited because China Vitae has not yet prepared a full biographical sketch.	http://www.chinavitae.com//biography/Tian_Huagui/full	-0.974025796952536	0	1.08302662620961e-05
C4C55DF9-9880-46E7-8A62-BAF47774B02A	Yu Guocong	???	Chemical Distillation Expert, Standing Committee Member of the CPPCC	NA	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Yu Guocong, male, Han nationality, is a native of Taishan County, Guangdong Province. He was born in 1922, graduated from Southwestern Associated University in 1943 and received his master's from the University of Pittsburgh in 1947. Yu Guocong has long been engaged in the study of distillation theory and technology. He has made several strides forward in the theory and technology of distillation tower simulation and amplification. He put up a more comprehensive theory of distillation procedure for the unstable state and a new strategy of multivariant parameters for batch distillation. Yu has also made several achievements in the fields of gas-liquid interface and computational transmission. His achievements won him the prize of the National Science Conference, the 2nd grade and the 3rd grade prize for National Science and Technology Progress, the 1st grade and the 2nd grade prize for Science and Technology Progress awarded by the State Education Commission, the He-Liang-He-Li Foundation Prize for Scientific and Technological Research Progress, and the 1st grade prize for National Scientific and Technological Books. Yu is an academician of the Chinese Academy of Sciences and a member of the standing committee of the CPPCC.	http://www.chinavitae.com//biography/Yu_Guocong/full	-0.968010319902272	0	1.08286765011102e-05
1A08CF0A-85EC-47E7-8E02-C25F6FA35E6F	Han Xianchu	???	Member, 12th CPC Central Committee	NA	NA	male	NA	Information on this official is limited because China Vitae has not yet prepared a full biographical sketch.	http://www.chinavitae.com//biography/Han_Xianchu/full	-0.97459324088371	0	1.0823050933879e-05
2824C1AE-CFA8-4F61-A082-993EF63409AA	Cao Shifan	???	Deputy General Manager, Ping An Insurance Company, Ltd.	1965	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Cao Shifan, male, Han nationality, was born in 1965, and obtained a master's degree in finance from Zhongnan University of Economics and Law. Cao joined the Ping An Property and Casualty Company of China in 1991, and he was promoted to chairman in 2004. In 2007, he became the deputy General Manager, Ping An Insurance (Group) Company, Ltd. of China	http://www.chinavitae.com//biography/Cao_Shifan/full	-0.881519901403543	11	1.08242875363741e-05
4A2072B8-34D5-4F8D-A0F6-221756B3B36F	Leung Chun-Ying	???	Chief Executive, Central People's Government, Hong Kong SAR	1954	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Leung Chun-Ying, male, Han nationality, is a native of Hong Kong. He was born in 1954, earned advanced diploma from Hong Kong Science and Technology Institute in 1974, from Bristol Science and Technology Institute (currently called University of the West of England?with a Bachelor Degree in 1977. From 1997 to 2011, he was Non-Official Adjoining Member of Administration Convention of Hong Kong SAR. On March 28, 2012, he was appointed as 4th Term Chief Executive of the Central People's Government of Hong Kong SAR, by Primer Wen Jiabao. Since July 2012, he is the 4th term Chief Executive, Central People's Government, Hong Kong SAR from July 2012 to June 30 2017.	http://www.chinavitae.com//biography/Leung_Chun-ying/full	-0.954689955783389	0	1.0821411244288e-05
83CBA248-B670-4B0D-A8DC-EEA7816EAEB9	Wen Bangchun	???	Academician	NA	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Wen Bangchun, male, Han nationality, is a native of Wenling, Zhejiang Province. He graduated from Northeast China University in 1955 and received a graduate degree from the same school in 1957. Wen spent his entire career as a professor at Northeast China University. His specialty is vibration application engineering. In his research he studied rotor dynamics, nonlinear vibration theory of machine systems and application, vibration diagnosis of mechanical fault and problems in engineering mechanical theory. Wen also successfully developed more than a dozen new vibration machineries and engineering machineries. He was elected to the Chinese Academy of Sciences in 1991.	http://www.chinavitae.com//biography/Wen_Bangchun/full	-0.944646786860165	0	1.08187250493154e-05
EEDF30E5-2106-4E21-8D71-D9FBFC93A952	Zhu Dehai	???	Alternate Member, 8th CPC Central Committee	NA	NA	male	NA	Information on this official is limited because China Vitae has not yet prepared a full biographical sketch.	http://www.chinavitae.com//biography/Zhu_Dehai/full	-0.974025796946468	0	1.08302662620961e-05
69A6545D-3504-46F8-A085-CD95FB46D949	Gu Qingjin	???	Vice-Chairman of the Guizhou Provincial People's Congress	1945	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Gu Qingjin, male, Han nationality, is a native of Tongzi, Guizhou province. He was born in 1945, joined the CPC in 1973 and graduated from Guizhou Agricultural College. He is a senior economic administrator. Gu has held leading posts in Guizhou province, including deputy director of the finance department until 1995. Gu was elected vice-governor of Guizhou province in 1999. In 2005 he became Vice-Chairman of the Guizhou Provincial People's Congress. Gu Qingjin was deputy to the 9th NPC.	http://www.chinavitae.com//biography/Gu_Qingjin/full	-1.03451574406825	0	1.08220293228897e-05
FC867BED-537B-47C7-BB0C-51A6CD730F72	Arken Imirbaki	???•????	Vice-Chairman of the Xinjiang Uygur Autonomous Region	1953	NA	male	4407754A-F96C-411F-8043-C7AFC0B9CA70	Arken Imirbaki, male, Uygur nationality, is a native of Xinjiang province. He was born in 1953, graduated from the Northwest College of Light Industry, and joined the CPC in 1980. He was appointed vice-chairman of the Xinjiang Uygur Autonomous Region in 2001.	http://www.chinavitae.com//biography/Arken_Imirbaki/full	-0.974224661925344	0	1.08213787157909e-05
C58E8783-5063-467C-B8B8-D6A6139831F9	Ye Danian	???	Vice-Chairman of the Beijing Municipal Committee of the China Democratic League, Standing Committee Member of the 9th CPPCC National Committee	1939	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Ye Danian, male, Han nationality, is a native of Heshan, Guangdong province. He was born in 1939, graduated from the Beijing Institute of Geology, and completed postgraduate studies at the Institute of Geology of the Chinese Academy of Sciences. Ye joined the China Democratic League in 1983. Ye has made notable breakthroughs after twenty-five years of research, and created a new area of study in the field of science-structural optical mineralogy. He has discovered dozens of laws and new phenomena in the study of crystal chemistry. His research achievements have been applied in the production of cement and pottery with great results. Ye has taught at the Chinese Academy of Sciences for several years, and he was vice-chairman of the 7th-8th China Democratic League Beijing Municipal Committees. Ye is the author of several books, including "Structural Optical Mineralogy". Ye Danian was a member of the standing committees of the 8th and 9th CPPCC National Committees. He was elected an academician of the Chinese Academy of Sciences in 1992.	http://www.chinavitae.com//biography/Ye_Danian/full	-0.323686726269316	0	1.08189396357263e-05
51F86190-C31B-4EDA-AE69-25F3FB4516E6	Yang Shangqin	???	Associate Professor	1963	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Yang Shangqin, male, Han nationality, was born in 1963 and graduated from Northwest Industry University. Professor Yang has held leading Party positions at the University, and is currently deputy secretary of its CPC committee.	http://www.chinavitae.com//biography/Yang_Shangqin/full	-1.19794415333041	1	1.08232461681199e-05
4095C774-90F1-4093-AFAF-FC8CEC378D42	Ren Chuanjun	???	Vice-Chairman of the Board of Directors of the PetroChina Company	1945	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Ren Chuanjun, male, Han nationality, was born in 1945, and graduated from Hefei Industry University. He is a senior economist with over thirty years experience in China's oil and gas and chemical fibers industries. He served as vice-president of the China National Petroleum Corporation until 1999 and he was appointed vice-chairman of the board of directors of the PetroChina Company in 2002.	http://www.chinavitae.com//biography/Ren_Chuanjun/full	-1.11985729844663	0	1.0821795095322e-05
038CBD3B-A2DB-4961-9F1A-66F8CEE6A50A	Zhang Chonghe	???	Deputy Director, CPC, Central Committee, Organization Department	1954	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Zhang Chonghe, male, Han nationality, is a native of Guang'an City, Sichuan Province. He entered the work force in 1974, joined the CPC in 1976, and graduated from Beijing University in 1980. He started to work for General Office of State Council since 2000 and was Director of 3rd Secretary Bureau of General Office of State Council. Since Jan. 2011, he is Deputy Director of Organization Department of CPC Central Committee.	http://www.chinavitae.com//biography/Zhang_Chonghe/full	-0.956048439210802	0	1.08218991952114e-05
104EDA50-C3F6-4646-9013-F36082580E91	Shi Liang	??	Vice-Chairman of the 5th CPPCC National Committee	NA	NA	male	NA	Information on this official is limited because China Vitae has not yet prepared a full biographical sketch.	http://www.chinavitae.com//biography/Shi_Liang/full	-0.989867248244782	0	1.08241638634087e-05
17A9BEB7-0142-4CB7-A2CD-13DFF88F1415	Zheng Guoxiong	???	Former Deputy Director of the Liaison Office, Central People's Government of Hong Kong	1935	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Zheng Guoxiong, male, Han nationality, is a native of Zhongshan, Guangdong Province. He was born in 1935 and joined the CPC in 1954. A long-time CPC official in Guangdong Province, Zheng worked in several deputy secretary and secretary positions with Party county committees. Among his leadership responsibilities include deputy head of the organization department, standing committee member, and head of the organization department – all with the CPC Guangdong Provincial Committee. In 1990, he became deputy director with the Hong Kong bureau at Xinhua News Agency. He also served as a member of the CPC Central Committee for Discipline Inspection. From 2000 to 2001, he was deputy director of the liaison office of the Central People‘s government in the Hong Kong SAR. Zheng was a delegate for the 13th, 14th, and 15th CPC National Congresses.	http://www.chinavitae.com//biography/Zheng_Guoxiong/full	-0.971349183830634	0	1.0823187597108e-05
18356592-C153-4C82-9A30-14B5A9A5E90F	Li Lisan	???	Member, 8th CPC Central Committee	NA	NA	male	NA	Information on this official is limited because China Vitae has not yet prepared a full biographical sketch.	http://www.chinavitae.com//biography/Li_Lisan/full	-0.974025796945979	0	1.08302662620961e-05
5120A0A1-23A7-4E0C-9B18-7925C460E4CF	Zhang Jianxing	???	Vice-Governor, People's Government, Heilongjiang Province	1958	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Zhang Jianxin, male, Han nationality, is a native of Xinzhou City, Shanxi Province. He was born in 1958, entered the work force in 1977, graduated from Tianjin Normal University in 1983, and joined the CPC in 1987. He was Secretary of CPC District Committee of Tianjin Municipality from 2008 to 2011. Since December 2011, he is Vice-Governor of Heilongjiang Province.	http://www.chinavitae.com//biography/Zhang_Jianxing/full	-0.873571920728898	0	1.08216779853402e-05
8775DB77-C2DA-4A0B-BA27-BBEEA006C50A	Mou Shuling	???	Director and Vice-President of Sinopec Group	NA	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Mou Shuling, male, Han nationality, graduated from the Oil Extraction Department of Beijing Petroleum University in 1968. He holds the title of senior engineer and professor. A veteran of the Chinese petroleum industry, Mou served as director-general at both the Shengli Oil Administration Bureau and the Jiangsu Oil Exploration Bureau. In 1998, he became deputy general manager of the Sinopec Group. Two years later, in 2000, the company appointed him as their director and vice-president.	http://www.chinavitae.com//biography/Mou_Shuling/full	-0.9774803022034	0	1.08251858774625e-05
5330B08A-D338-4534-90A1-54A38D5917C3	Wang Zhan	??	Former Chairman of CPPCC Inner Mongolia Autonomous Regional Committee	1941	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Wang Zhan, male, Han nationality, is a native of Changli, Hebei Province. He was born in 1941, graduated from Liaoning Teachers' College and joined the CPC in 1965. Wang became secretary of the CPC Liaoning Provincial Committee in 1994. At the same time, he served as vice-chairman of the Inner Mongolia People's Government. In 2001 he was elected chairman of the CPPCC Inner Mongolia Autonomous Regional Committee. Wang was an alternate member of the 14th and 15th CPC Central Committees.	http://www.chinavitae.com//biography/Wang_Zhan|389/full	-0.99070361278552	2	1.08216584672564e-05
A2D3C9A6-C66F-4F74-B081-82A7AAAF9C43	Jiang Jianguo	???	Deputy Director, General Administration of Press and Publications	1956	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Jiang Jianguo, male, Han Nationality, was born in 1956 and is a native of Hanshou County, Hunan Province. He has a Masters Degree of Engineering and Joined the CPC in 1975. He is now Deputy Director of the General Administration of Press and Publication and Deputy Secretary of the General Administration of Press and Publication Leading Party Group.	http://www.chinavitae.com//biography/Jiang_Jianguo/full	-0.895038344102428	0	1.08225173295559e-05
8B7E38F0-EC19-4C22-825E-900457509921	Cao Dewang	???	Chairman of the Board of Directors, Chief Executive and President of Fuyao Glass Industry Group Company Limited	NA	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Cao Dewang, male, Han nationality, is a native of Fuqing, Fujian Province. He is educated through junior middle school. Cao's company, the Fuyao Glass Industry Group, produces glass used in automobiles. His company is listed on the Shanghai Securities Exchange market and was one of the first non-public Sino-foreign joint ventures listed. A chairman of both the China Automobile Glass Association and the Fujian Golf Players' Association, Cao is a special government economic researcher. In addition, he is a member of the Fujian provincial committee of the CPPCC.	http://www.chinavitae.com//biography/Cao_Dewang/full	-0.972825444862182	144	1.08309440070281e-05
DA6CFA30-A9D2-43C3-A0CE-9B7CB1DC4FA8	Zhao Dacheng	???	Vice-Minister of the Ministry of Justice	1960	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Zhao Dacheng, male, Han nationality, is a native of Nangong County, Hebei Province. He was born in 1960, staretd to work and joined the CPC in 1984. He graduated from Law Department of Chinese University of Policial Science and Law, and obtained his master degree from the Party School of CPC Central Committee. He is currently meber of leading party group of Ministry of Justice, and Vice Minister of the Ministry.	http://www.chinavitae.com//biography/Zhao_Dacheng/full	-0.963420547437541	19	1.08229923649802e-05
107F45E3-7885-4BF9-9549-65B81453D668	Tao Jianxing	???	General Manager, Chunlan Group, Alternate Member of 16th CPC Central Committee	1953	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Tao Jianxing, male, Han nationality, is a native of Dantu of Jiangsu province. He was born in 1953 and graduated from Nanjing University. In 1987, he joined the Chunlan Group. When Tao joined Chunlan, Chunlan had just taken off, and it only had an asset of 10 million yuan. By the year 1998, Chunlan Group realized a business revenue of 18 billion yuan, of which, its industrial production value totaled 12 billion yuan. Tao has been recognized for his many accomplishments on several occasions. He is an honorary member of the Board of Directors of Nanjing University.	http://www.chinavitae.com//biography/Tao_Jianxing/full	-0.979917928350408	0	1.08215738897065e-05
824640A3-80AD-4E9A-AC6C-EDF2AC1E578C	Hu Yanlin	???	Political Commissar of the PLA Navy	1943	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Hu Yanlin, male, Han nationality, is a native of Harbin city, Heilongjiang province. He was born in 1943, joined the PLA in 1959, and joined the CPC in 1960. He was conferred the rank of navy major general in 1990 and was promoted to the rank of navy lieutenant general in 1995. Hu was appointed political commissar of the Navy in 2003.	http://www.chinavitae.com//biography/Hu_Yanlin/full	-1.01790943976298	83	1.08218081076986e-05
7BD0F27C-F614-4398-8C26-86436D21873C	Wang Yongming	???	Vice-Governor of Zhejiang Province	1950	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Wang Yongming, male, Han nationality, is a native of Shaoxing, Zhejiang province. He was born in 1950, started to work in March 1968, and joined the CPC in 1968. Wang is a graduated of the Beijing Steel Institute. Wang held leading positions in the Hangzhou Steel Branch Factory of Zhejiang province, and in 1992 he served as vice-mayor of Hangzhou city. He was elected vice-governor of Zhejiang province in 1999.	http://www.chinavitae.com//biography/Wang_Yongming/full	-0.978637661082254	27	1.08224002039421e-05
8C5DA5F0-BA94-4671-8CA1-6F009F992243	Wang Houhong	???	Vice Chairman of the Standing Committee of the Hainan Provincial People's Congress	1943	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Wang, male, Han nationality, is a native of Ningguo, Anhui province. He was born in 1943 and graduated from Anhui University. He started work in August, 1964 and joined the CPC in May 1978. Wang held several leadership posts within the Hainan Provincial Party Committee and served as executive deputy governor of Hainan Province. Wang is a delegate to the 16th CPC National Congress and a member of CPC Hainan Provincial Committee.	http://www.chinavitae.com//biography/Wang_Houhong/full	-1.01790943976466	0	1.08217235278097e-05
0EB7AE65-0B2D-452D-8F52-E6BD5B259CBD	Liu Fei	??	Vice-Chairman of the 5th CPPCC National Committee	NA	NA	male	NA	Information on this official is limited because China Vitae has not yet prepared a full biographical sketch.	http://www.chinavitae.com//biography/Liu_Fei/full	-0.980182514493202	0	1.08267420528706e-05
A99D5301-CB8B-4D85-94DE-EFC9F20C832C	Yun Bulong	???	Member, 15th CPC Central Committee	NA	NA	male	NA	Information on this official is limited because China Vitae has not yet prepared a full biographical sketch.	http://www.chinavitae.com//biography/Yun_Bulong/full	-0.974025796946437	0	1.08302662620961e-05
B18BE2D0-C80C-4B52-AE10-977515F74F22	Wang Weizhou	???	Member, 8th CPC Central Committee	NA	NA	male	NA	Information on this official is limited because China Vitae has not yet prepared a full biographical sketch.	http://www.chinavitae.com//biography/Wang_Weizhou/full	-0.974025796947138	0	1.08302662620961e-05
78BFC05E-F5C4-4250-98A9-5772AA3CCC13	Yang Taibo	???	Vice-Governor, People's Government, Hunan Province; Deputy Director, Provincial People's Congress, Hunan Province	1951	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Yang Taibo, male, Han nationality, is a native of Ningxiang County, Hunan province. He was born in 1951, and joined the CPC in 1971. He served as secretary-general of the Yiyang Provincial CPC Committee until 1991 and general secretary of the Huaihua CPC Committee in Hunan province until 2000. In that same year he was promoted to secretary-general of the Hunan Provincial Government, and he became vice-governor of Hunan province in 2003. He was a member of the 8th Hunan Provincial CPC Committee. In 2012, he became Deputy Director of the Hunan Provincial People's Congress.	http://www.chinavitae.com//biography/Yang_Taibo/full	-1.02346449340855	0	1.08216129253345e-05
2228C0FB-F765-482F-BB17-8A2410B9D3C9	Li Haiping	???	Deputy General Manager of the Shanghai Baosteel Group Corporation	1950	NA	male	E28D2241-C9B2-4782-8456-2C6165225F9A	Li Haiping, male, Han nationality, was born in 1950. He graduated from Northeastern University in 1982 and was a postgraduate student at China Europe International Business School. Li holds the title of senior engineer. An employee of the Shanghai Baosteel Group Corporation since 1982, Li was appointed assistant general manager in 1995. He continued his rise through the company and in 1998 was made deputy general manager of the company. Li has considerable experience with production, equipment, and technology in the steel industry.	http://www.chinavitae.com//biography/Li_Haiping/full	-1.03941976972901	0	1.08204094563165e-05
